session_id	start_time	sec	min	category	events
0304192f20491c6-c8dc-4792-8847-462e0372619d_12	30.08.2019 9:03	283	4	ide start, coding, ide close	event.log_whitelist.loaded , lifecycle_ide.start , lifecycle_project.opened , toolwindow_Terminal , terminalShell_local.exec , lifecycle_project.opening.finished , lifecycle_project.closed , actions_WelcomeScreen.ImportProject , ui.dialogs_com.intellij.ide.util.newProjectWizard.AddModuleWizard , ui.dialogs_com.intellij.ide.util.newProjectWizard.AddModuleWizard , lifecycle_project.opened , lifecycle_project.opening.finished , toolwindow_Project , file.types.usage_HTML , actions_ShowSettings , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.settings_com.chrisrm.idea.config.MTCustomThemeConfigurable , ui.settings_com.intellij.openapi.options.ex.SortedConfigurableGroup , ui.settings_com.intellij.ide.plugins.PluginManagerConfigurableProxy , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , toolbar_ShowSettings , ui.event_HectorPopupDisplayed , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , actions_tooltip.actions.execute , intentions_com.intellij.lang.javascript.validation.fixes.ChangeLanguageLevelFix , actions_tooltip.actions.execute , intentions_com.intellij.lang.javascript.validation.fixes.ChangeLanguageLevelFix , actions_tooltip.actions.show.all , intentions_com.intellij.lang.javascript.validation.fixes.ChangeLanguageLevelFix , actions_ShowSettings , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , ui.settings_com.intellij.ide.plugins.PluginManagerConfigurableProxy , actions_EditorBackSpace , ui.dialogs_com.intellij.openapi.options.newEditor.SettingsDialog , toolbar_ShowSettings , lifecycle_ide.close , lifecycle_project.closed
0804193c73f6c8e-765c-4dc8-90a8-7244e5558dff_4	27.08.2019 14:49	519	8	coding	toolwindow_Project , actions_NewFile , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , file.types.usage_Markdown , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , file.types.usage_Markdown , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorDeleteToWordStart , actions_EditorPaste , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_Markdown , actions_EditorDeleteToWordStart , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.wm.impl.ToolWindowHeader$HideAction , toolbar_com.intellij.openapi.wm.impl.ToolWindowHeader$HideAction , toolwindow_Project , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , file.types.usage_YAML , file.types.usage_YAML , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , file.types.usage_YAML , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , file.types.usage_YAML , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_com.maddyhome.idea.vim.ui.ExShortcutKeyAction
01041927031be16-b688-461a-8c97-f93c4aa4adae_0	26.08.2019 12:19	46	0	Terminal, VCS	toolwindow_Terminal , toolwindow_Version_Control , vcs.log.trigger_TabNavigation , toolwindow_Terminal , vcs.log.trigger_TabNavigation , toolwindow_Version_Control , toolwindow_Terminal , toolwindow_Version_Control , vcs.log.trigger_TabNavigation
0505191e955703c-1edb-4db9-977a-e03bb38f06b3_17	29.08.2019 1:36	378	6	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_de.halirutan.keypromoterx.tips.KPXStartupDialog , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , kotlin.jps.target_jvm , lifecycle_project.opening.finished , lifecycle_project.opening.finished , kotlin.jps.target_jvm , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_de.halirutan.keypromoterx.tips.KPXStartupDialog
030419116fb9653-dccd-4323-897b-3c28836b1af8_3	29.08.2019 22:19	433	7	coding	actions_OpenFile , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , actions_OpenFile , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_Annotate , lifecycle_project.closed
0104191caf974e5-a295-40b9-a321-6fab335cfbb2_17	30.08.2019 11:14	8	0	coding	actions_CloseAllEditors , actions_GotoClass , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_third.party , file.types.usage_JAVA , productivity_editing.select.word
0404192fc756d0d-7c0c-493e-918d-ef51209587de_11	28.08.2019 15:18	446	7	coding	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , actions_HideActiveWindow , toolbar_HideActiveWindow , lifecycle_project.opening.finished , kotlin.maven.target_jvm , js.language.service.starts_TypeScriptServerServiceImpl , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_tooltip.actions.show.all , intentions_com.intellij.lang.javascript.validation.fixes.ChangeLanguageLevelFix
01041912999f876-5c99-4e96-baea-e7f4dd9d86b1_2	26.08.2019 10:30	654	10	coding	actions_FindInPath , find_FindInPath.FileFilterOn , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , find_FindPopupPanel$ToggleFileFilter , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , file.types.usage_JAVA , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , productivity_editing.select.word , actions_EditorCopy , actions_Find , find_FindInEditor.MatchCaseOn , actions_NextOccurence , toolbar_NextOccurence , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , toolbar_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_CLASS , file.types.usage_JAVA , actions_Back , toolbar_Back , actions_Back , toolbar_Back , file.types.usage_CLASS , actions_Back , toolbar_Back , toolwindow_Version_Control , file.types.usage_XML , toolwindow_Version_Control , actions_EditorBackSpace , actions_EditorBackSpace , file.types.usage_JAVA , file.types.usage_JAVA
03041916553513e-3532-4b52-a89c-f0fad85949b6_1	28.08.2019 23:22	263	4	ide start, coding, vcs	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm , ui.dialogs_com.intellij.ide.util.TipDialog , actions_HideAllWindows , actions_NewProject , ui.dialogs_com.intellij.ide.projectWizard.NewProjectWizard , new.project.wizard_attempt , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , actions_FileChooser.NewFolder , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , toolbar_FileChooser.NewFolder , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , new.project.wizard_finish , ui.dialogs_com.intellij.ide.projectWizard.NewProjectWizard , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_project.closed , lifecycle_project.opened , lifecycle_project.opening.finished , kotlin.jps.target_jvm , toolwindow_Project , actions_NewDir , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.ui.Messages$InputDialog , actions_NewClass , actions_EditorBackSpace , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , file.types.usage_JAVA , actions_EditorEnter , actions_EditorEnter , file.types.usage_JAVA , actions_EditorChooseLookupItemReplace , live.templates_psvm , actions_tooltip.actions.execute , intentions_com.intellij.spellchecker.quickfixes.RenameTo , productivity_refactoring.rename , actions_$Cut , actions_Vcs.QuickListPopupAction , actions_$Cut , actions_$Delete , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , ui.dialogs_com.intellij.ide.util.DeleteHandler$2 , toolwindow_Project , actions_NewClass , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , file.types.usage_JAVA , actions_EditorEnter , file.types.usage_JAVA , actions_EditorChooseLookupItemReplace , live.templates_psvm
0805192d1ee121d-7763-4c9c-b9b0-b27981e78611_7	29.08.2019 7:07	40	0	coding	file.types.usage_Go , file.types.usage_Go , statistics.go.inspection.reports.trigger_unused.result:.<code>#ref<\/code> , file.types.usage_Go , statistics.go.inspection.reports.trigger_unused.parameter.<code>#ref<\/code> , file.types.usage_Go , statistics.go.inspection.reports.trigger_imports.are.not.sorted
010519340ecc0d7-03ff-450f-b238-e7fbd1f12298_0	29.08.2019 5:16	42	0	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , toolwindow_Run , kotlin.maven.target_jvm
0504191b5476fed-65cb-4a0c-ab68-148c23da1ca8_6	28.08.2019 13:16	667	11	ide close	toolwindow_File_Transfer , lifecycle_ide.close , lifecycle_project.closed
070219179d74385-1ae9-40e7-a4dc-d661c7896ec5_2	29.08.2019 1:41	669	11	coding, rd	toolwindow_Project , file.types.usage_Kotlin , toolwindow_Project , file.types.usage_Kotlin , toolwindow_Project , file.types.usage_Kotlin , file.types.usage_Kotlin , actions_EditorEnter , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorRight , actions_EditorEnter , actions_EditorDown , actions_ReformatCode , actions_EditorTab , toolwindow_Task , educational.counters_link.clicked , actions_tooltip.actions.execute , file.types.usage_Kotlin , productivity_editing.select.word , actions_EditorCut , actions_EditorPaste , actions_EditorCopy , actions_$Undo , actions_EditorBackSpace , actions_EditorDown , actions_EditorTab , file.types.usage_Kotlin , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorRight , actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorChooseLookupItemReplace , productivity_editing.completion.replace , productivity_editing.completion.basic , actions_EditorRight , file.types.usage_Kotlin , actions_EditorBackSpace , actions_EditorLineEnd , actions_EditorLeft , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , file.types.usage_Kotlin , actions_EditorLineEnd , actions_EditorLeft , actions_EditorRight , actions_EditorBackSpace , actions_tooltip.actions.execute , intentions_org.jetbrains.kotlin.idea.inspections.AbstractApplicabilityBasedInspection$LocalFix , actions_tooltip.actions.execute , intentions_org.jetbrains.kotlin.idea.inspections.AbstractApplicabilityBasedInspection$LocalFix , educational.counters_check.task , run.configuration.exec_GradleRunConfiguration , actions_tooltip.actions.execute , intentions_org.jetbrains.kotlin.idea.quickfix.AddModifierFix , actions_tooltip.actions.execute , intentions_org.jetbrains.kotlin.idea.quickfix.AddModifierFix , actions_Educational.CompareWithAnswer , educational.counters_peek.solution , toolwindow_Project
010419137eb0b38-a115-404f-a599-0650cf77bc4c_1	27.08.2019 6:00	82	1	coding	toolwindow_Project , file.types.usage_JAVA , file.types.usage_JAVA , file.types.usage_JAVA , actions_com.intellij.openapi.wm.impl.ToolWindowHeader$HideAction , toolbar_com.intellij.openapi.wm.impl.ToolWindowHeader$HideAction
0805192952405b6-38d0-4589-9a35-b382e62132d3_5	27.08.2019 16:48	2	0	ide close	lifecycle_project.closed , lifecycle_ide.close
0104192f8ca86bf-02b2-461c-9fcb-e5f6423104c8_9	29.08.2019 7:34	878	14	coding	file.types.usage_JAVA , file.types.usage_JAVA , actions_EditorCopy , actions_SearchEverywhere , searchEverywhere_dialogOpen , toolbar_SearchEverywhere , actions_EditorCopy , actions_SearchEverywhere , searchEverywhere_dialogOpen , toolbar_SearchEverywhere , searchEverywhere_contributorItemChosen , file.types.usage_JAVA , actions_EditorCopy , toolwindow_Ant_Build , searchEverywhere_dialogOpen , actions_SearchEverywhere , toolbar_SearchEverywhere , actions_EditorPaste , searchEverywhere_contributorItemChosen , file.types.usage_Play2
0404193779ebb6d-4a77-499e-8113-167c4906a817_1	26.08.2019 20:24	831	13	coding, ide close	file.types.usage_TypeScript , actions_EditorBackSpace , file.types.usage_TypeScript , actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_EditorBackSpace , actions_EditorLeft , actions_EditorDuplicate , actions_EditorBackSpace , actions_EditorBackSpace , file.types.usage_TypeScript , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste , productivity_editing.select.word , actions_EditorBackSpace , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorCut , actions_EditorBackSpace , actions_EditorPaste , actions_SaveAll , file.types.usage_TypeScript , file.types.usage_TypeScript , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste , actions_EditorBackSpace , file.types.usage_HTML , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorBackSpace , file.types.usage_HTML , actions_$Undo , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_ide.close , lifecycle_project.closed
0104192f8ca86bf-02b2-461c-9fcb-e5f6423104c8_4	27.08.2019 12:51	262	4	ide start, coding	lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_CommentByLineComment , actions_SaveAll , file.types.usage_JAVA , actions_$Undo , actions_SaveAll
0304192ccbdcb61-eb99-4e46-a003-6f7464df09c5_10	29.08.2019 17:31	5	0	coding	file.types.usage_JAVA , actions_EditorCopy
0205191ce09fd06-2d37-4a3d-8dac-db79fffe3965_7	28.08.2019 14:52	594	9	coding	productivity_ui.tree.speedsearch , actions_GotoClass , productivity_SearchEverywhere , searchEverywhere_dialogOpen , toolwindow_Project , searchEverywhere_dialogOpen , actions_GotoClass , productivity_SearchEverywhere , actions_GotoClass , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_GotoClass , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_GotoClass , productivity_SearchEverywhere , actions_third.party , file.types.usage_JAVA , toolwindow_Project , searchEverywhere_dialogOpen , actions_GotoClass , productivity_SearchEverywhere , file.types.usage_JAVA , toolwindow_Spring , toolwindow_Bean_Validation , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , file.types.usage_CLASS , file.types.usage_JAVA , build.maven.packagesearch_packagesearch.error , build.maven.packagesearch_packagesearch.success , actions_com.intellij.ide.projectView.impl.ProjectViewImpl$ScrollFromSourceAction , toolbar_com.intellij.ide.projectView.impl.ProjectViewImpl$ScrollFromSourceAction , toolwindow_Project , file.types.usage_JAVA , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_showAutowiredDependencies , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_CloseProject , lifecycle_project.closed , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_showAutowiredDependencies , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_showAutowiredDependencies , file.types.usage_JAVA , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_showAutowiredDependencies , file.types.usage_third.party
0504191895080b3-6f26-4bf4-b475-9796927aa069_8	29.08.2019 3:46	281	4	coding	file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , actions_com.intellij.codeInsight.daemon.NavigateAction , file.types.usage_XML , file.types.usage_XML , file.types.usage_JAVA , actions_EditorPaste , productivity_editing.select.word , actions_EditorBackSpace , productivity_editing.select.word
010419212f85b1a-8ded-4550-9195-81638bf25cc3_13	29.08.2019 5:44	4	0	ide close	ui.dialogs_com.intellij.openapi.updateSettings.impl.PluginUpdateInfoDialog , ui.dialogs_com.intellij.openapi.updateSettings.impl.PluginUpdateInfoDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.close , lifecycle_project.closed , lifecycle_project.closed
11041932c820b56-e6c3-4745-b46e-bd4cb187da29_10	30.08.2019 7:41	134	2	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Terminal , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , terminalShell_local.exec , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_HideActiveWindow , toolbar_HideActiveWindow , kotlin.maven.target_jvm , toolwindow_Event_Log , actions_HideActiveWindow , toolbar_HideActiveWindow
01051914d9dcf3d-8711-4412-b75e-fa9544341dbd_0	29.08.2019 10:44	897	14	coding, ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.ide.util.TipDialog , lifecycle_project.opening.finished , lifecycle_project.opening.finished , kotlin.maven.target_jvm , kotlin.maven.target_jvm , actions_NewProject , ui.dialogs_com.intellij.ide.projectWizard.NewProjectWizard , actions_EditorBackSpace , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , actions_EditorBackSpace , ui.dialogs_com.intellij.ide.projectWizard.NewProjectWizard , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_project.closed , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , kotlin.jps.target_jvm , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , toolwindow_Project , file.types.usage_XML , actions_NewClass , ui.dialogs_com.intellij.ide.actions.CreateFileFromTemplateDialog , actions_DialogOkAction , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , ui.dialogs_com.intellij.ide.actions.CreateFileFromTemplateDialog , file.types.usage_JAVA , file.types.usage_JAVA , actions_EditorEnter , actions_EditorBackSpace , actions_EditorDown , actions_EditorBackSpace , actions_EditorUp , actions_EditorRight , actions_EditorUp , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorEnter , productivity_editing.completion.variable.name , file.types.usage_JAVA , productivity_editing.completion.variable.name , actions_EditorRight , actions_EditorEnter , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorRight , actions_EditorRight , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorEnter , actions_EditorDown , actions_EditorChooseLookupItem , productivity_editing.completion.basic , file.types.usage_JAVA , file.types.usage_JAVA , actions_NewClass , ui.dialogs_com.intellij.ide.actions.CreateFileFromTemplateDialog , actions_DialogOkAction , ui.dialogs_com.intellij.ide.actions.CreateFileFromTemplateDialog , ui.dialogs_com.intellij.ide.fileTemplates.ui.CreateFromTemplateDialog , file.types.usage_JAVA , file.types.usage_JAVA , actions_EditorChooseLookupItem , productivity_editing.completion.basic
0404191bf6a682e-64e5-47c9-8486-7f373ad6aa64_4	27.08.2019 13:03	470	7	ide start, coding, terminal	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , toolwindow_Terminal , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , terminalShell_local.exec , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.maven.target_jvm , ui.dialogs_com.intellij.ide.util.TipDialog , actions_CloseAllEditors , toolwindow_Terminal , actions_org.jetbrains.idea.maven.utils.MavenImportNotifier$3
010419137eb0b38-a115-404f-a599-0650cf77bc4c_11	30.08.2019 0:33	68	1	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , lifecycle_ide.start , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog
010419132465032-9bd1-4521-86ff-1674c3f1373e_12	29.08.2019 7:02	522	8	vcs	file.types.usage_Shell_Script , toolwindow_Project , file.types.usage_Properties , actions_Find , actions_Vcs.ShowTabbedFileHistory , vcs.log.trigger_history.shown , vcs.log.trigger_tab.navigated , toolwindow_Version_Control , vcs.log.trigger_tab.navigated
01041921dfeaab0-3a14-453d-b871-3bd0d77f112f_9	28.08.2019 8:08	8	0	coding	searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_SearchEverywhere , actions_DoubleShortcut , actions_com.intellij.ui.ScrollingUtil$5 , searchEverywhere_contributorItemChosen , actions_third.party , file.types.usage_Properties , actions_EditorLineStart , actions_EditorDownWithSelection , actions_EditorUp , actions_EditorDownWithSelection , actions_EditorCopy
05041936572c751-b555-4196-a1b7-16f4a57b2282_7	28.08.2019 9:30	9	0	coding	actions_FindInPath , find_FindInPath.RegexOn , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2 , actions_EditorBackSpace , ui.dialogs_com.intellij.find.impl.FindPopupPanel$2
0704191c4b5dc1a-1302-491c-ab9d-7569a11a7afa_16	30.08.2019 6:30	182	3	coding	toolwindow_unknown , toolwindow_Project , file.types.usage_CLASS
0404192f5316ed3-69f8-454a-865e-682c9e5d3e41_10	28.08.2019 2:38	439	7	RD, coding	actions_Run , toolbar_Run , run.configuration.exec_SpringBootApplicationConfigurationType , toolwindow_Run , toolwindow_Project , file.types.usage_JAVA , file.types.usage_JAVA , toolwindow_Run
